"Species";"Group"
"Hemidactylus frenatus";"Reptilia"
"Hemidactylus frenatus";"Reptilia"
"Hemidactylus frenatus";"Reptilia"
"Hemidactylus frenatus";"Reptilia"
"Hemidactylus frenatus";"Reptilia"
"Hemidactylus frenatus";"Reptilia"
"Hemidactylus frenatus";"Reptilia"
"Hemidactylus frenatus";"Reptilia"
"Hemidactylus frenatus";"Reptilia"
"Hemidactylus frenatus";"Reptilia"
"Hemidactylus frenatus";"Reptilia"
"Hemidactylus frenatus";"Reptilia"
"Hemidactylus frenatus";"Reptilia"
"Hemidactylus frenatus";"Reptilia"
"Hemidactylus frenatus";"Reptilia"
"Hemidactylus frenatus";"Reptilia"
"Hemidactylus frenatus";"Reptilia"
"Hemidactylus frenatus";"Reptilia"
"Hemidactylus frenatus";"Reptilia"
"Hemidactylus frenatus";"Reptilia"
"Hemidactylus frenatus";"Reptilia"
"Hemidactylus frenatus";"Reptilia"
"Hemidactylus frenatus";"Reptilia"
"Hemidactylus frenatus";"Reptilia"
"Hemidactylus frenatus";"Reptilia"
"Hemidactylus frenatus";"Reptilia"
"Hemidactylus frenatus";"Reptilia"
"Hemidactylus frenatus";"Reptilia"
"Hemidactylus frenatus";"Reptilia"
"Hemidactylus frenatus";"Reptilia"
"Hemidactylus frenatus";"Reptilia"
"Hemidactylus frenatus";"Reptilia"
"Hemidactylus frenatus";"Reptilia"
"Hemidactylus frenatus";"Reptilia"
"Hemidactylus frenatus";"Reptilia"
"Hemidactylus frenatus";"Reptilia"
"Hemidactylus frenatus";"Reptilia"
"Hemidactylus frenatus";"Reptilia"
"Hemidactylus frenatus";"Reptilia"
"Hemidactylus frenatus";"Reptilia"
"Hemidactylus frenatus";"Reptilia"
"Hemidactylus frenatus";"Reptilia"
"Hemidactylus frenatus";"Reptilia"
"Hemidactylus frenatus";"Reptilia"
"Hemidactylus frenatus";"Reptilia"
"Hemidactylus frenatus";"Reptilia"
"Hemidactylus frenatus";"Reptilia"
"Hemidactylus frenatus";"Reptilia"
"Hemidactylus frenatus";"Reptilia"
"Hemidactylus frenatus";"Reptilia"
"Hemidactylus frenatus";"Reptilia"
"Hemidactylus frenatus";"Reptilia"
"Hemidactylus frenatus";"Reptilia"
"Hemidactylus frenatus";"Reptilia"
"Hemidactylus frenatus";"Reptilia"
"Hemidactylus frenatus";"Reptilia"
"Hemidactylus frenatus";"Reptilia"
"Hemidactylus frenatus";"Reptilia"
"Hemidactylus frenatus";"Reptilia"
"Hemidactylus frenatus";"Reptilia"
"Hemidactylus frenatus";"Reptilia"
"Hemidactylus frenatus";"Reptilia"
"Hemidactylus frenatus";"Reptilia"
"Hemidactylus frenatus";"Reptilia"
"Hemidactylus frenatus";"Reptilia"
"Hemidactylus frenatus";"Reptilia"
"Hemidactylus frenatus";"Reptilia"
"Hemidactylus frenatus";"Reptilia"
"Hemidactylus frenatus";"Reptilia"
"Hemidactylus frenatus";"Reptilia"
"Hemidactylus frenatus";"Reptilia"
"Hemidactylus garnotii";"Reptilia"
"Hemidactylus garnotii";"Reptilia"
"Hemidactylus garnotii";"Reptilia"
"Hemidactylus garnotii";"Reptilia"
"Hemidactylus garnotii";"Reptilia"
"Hemidactylus garnotii";
"Hemidactylus garnotii";"Reptilia"
"Hemidactylus garnotii";"Reptilia"
"Hemidactylus garnotii";"Reptilia"
"Hemidactylus garnotii";"Reptilia"
"Hemidactylus garnotii";"Reptilia"
"Hemidactylus garnotii";"Reptilia"
"Hemidactylus garnotii";"Reptilia"
"Hemidactylus haitianus";"Reptilia"
"Hemidactylus haitianus";"Reptilia"
"Hemidactylus haitianus";"Reptilia"
"Hemidactylus haitianus";"Reptilia"
"Hemidactylus leschenaultii";"Reptilia"
"Hemidactylus leschenaultii";"Reptilia"
"Hemidactylus mabouia";"Reptilia"
"Hemidactylus mabouia";"Reptilia"
"Hemidactylus mabouia";"Reptilia"
"Hemidactylus mabouia";"Reptilia"
"Hemidactylus mabouia";"Reptilia"
"Hemidactylus mabouia";"Reptilia"
"Hemidactylus mabouia";"Reptilia"
"Hemidactylus mabouia";"Reptilia"
"Hemidactylus mabouia";"Amphibia"
"Hemidactylus mabouia";"Reptilia"
"Hemidactylus mabouia";"Reptilia"
"Hemidactylus mabouia";"Reptilia"
"Hemidactylus mabouia";"Reptilia"
"Hemidactylus mabouia";"Reptilia"
"Hemidactylus mabouia";"Reptilia"
"Hemidactylus mabouia";"Reptilia"
"Hemidactylus mabouia";"Reptilia"
"Hemidactylus mabouia";"Reptilia"
"Hemidactylus mabouia";"Reptilia"
"Hemidactylus mabouia";"Reptilia"
"Hemidactylus mabouia";"Reptilia"
"Hemidactylus mabouia";"Reptilia"
"Hemidactylus mabouia";"Reptilia"
"Hemidactylus mabouia";"Reptilia"
"Hemidactylus mabouia";"Reptilia"
"Hemidactylus mabouia";"Reptilia"
"Hemidactylus mabouia";"Reptilia"
"Hemidactylus mabouia";"Reptilia"
"Hemidactylus mabouia";"Reptilia"
"Hemidactylus mabouia";"Reptilia"
"Hemidactylus mabouia";"Reptilia"
"Hemidactylus mabouia";"Reptilia"
"Hemidactylus mabouia";"Reptilia"
"Hemidactylus mabouia";"Reptilia"
"Hemidactylus mabouia";"Reptilia"
"Hemidactylus mabouia";"Reptilia"
"Hemidactylus mabouia";"Reptilia"
"Hemidactylus mabouia";"Reptilia"
"Hemidactylus mabouia";"Reptilia"
"Hemidactylus mabouia";"Reptilia"
"Hemidactylus mabouia";"Reptilia"
"Hemidactylus mabouia";"Reptilia"
"Hemidactylus mabouia";"Reptilia"
"Hemidactylus mabouia";"Reptilia"
"Hemidactylus mabouia";"Reptilia"
"Hemidactylus mabouia";"Reptilia"
"Hemidactylus mabouia";"Reptilia"
"Hemidactylus mabouia";"Reptilia"
"Hemidactylus mabouia";"Reptilia"
"Hemidactylus mabouia";"Reptilia"
"Hemidactylus mabouia";"Reptilia"
"Hemidactylus mercatorius";"Reptilia"
"Hemidactylus mercatorius";"Reptilia"
"Hemidactylus mercatorius";"Reptilia"
"Hemidactylus parvimaculatus";"Reptilia"
"Hemidactylus parvimaculatus";"Reptilia"
"Hemidactylus parvimaculatus";"Amphibia"
"Hemidactylus parvimaculatus";"Reptilia"
"Hemidactylus platyurus";"Reptilia"
"Hemidactylus platyurus";"Reptilia"
"Hemidactylus platyurus";"Reptilia"
"Hemidactylus platyurus";"Reptilia"
"Hemidactylus turcicus";"Reptilia"
"Hemidactylus turcicus";"Reptilia"
"Hemidactylus turcicus";"Reptilia"
"Hemidactylus turcicus";"Reptilia"
"Hemidactylus turcicus";"Reptilia"
"Hemidactylus turcicus";"Reptilia"
"Hemidactylus turcicus";"Reptilia"
"Hemidactylus turcicus";"Reptilia"
"Hemidactylus turcicus";"Reptilia"
"Hemidactylus turcicus";"Reptilia"
"Hemidactylus turcicus";"Reptilia"
"Hemidactylus turcicus";"Reptilia"
"Hemidactylus turcicus";"Reptilia"
"Hemidactylus turcicus";"Reptilia"
"Hemidactylus turcicus";"Reptilia"
"Hemidactylus turcicus";"Reptilia"
"Hemidactylus turcicus";"Reptilia"
"Hemidactylus turcicus";"Reptilia"
"Hemidactylus turcicus";"Reptilia"
"Hemidactylus turcicus";"Reptilia"
"Hemidactylus turcicus";"Reptilia"
"Hemidactylus turcicus";"Reptilia"
"Hemidactylus turcicus";"Reptilia"
"Hemidactylus turcicus";"Reptilia"
"Hemidactylus turcicus";"Reptilia"
"Hemidactylus turcicus";"Reptilia"
"Hemidactylus turcicus";"Reptilia"
"Hemidactylus turcicus";"Reptilia"
"Hemidactylus turcicus";"Reptilia"
"Hemidactylus turcicus";"Reptilia"
"Hemidactylus turcicus";"Reptilia"
"Hemidactylus turcicus";"Reptilia"
"Hemidactylus turcicus";"Reptilia"
"Hemidactylus turcicus";"Reptilia"
"Hemidactylus turcicus";"Reptilia"
"Hemidactylus turcicus";"Reptilia"
"Hemidactylus turcicus";"Reptilia"
"Hemidactylus turcicus";"Reptilia"
"Hemidactylus turcicus";"Reptilia"
"Hemidactylus turcicus";"Reptilia"
"Hemidactylus turcicus";"Reptilia"
"Hemidactylus turcicus";"Reptilia"
"Hemidactylus turcicus";"Reptilia"
"Hemidactylus turcicus";"Reptilia"
"Hemidactylus turcicus";"Reptilia"
"Hemiphyllodactylus typus";"Reptilia"
"Hemiphyllodactylus typus";"Reptilia"
"Hemiphyllodactylus typus";"Reptilia"
"Hemiphyllodactylus typus";"Reptilia"
"Hemiphyllodactylus typus";"Reptilia"
"Hemiphyllodactylus typus";"Reptilia"
"Hemiphyllodactylus typus";"Reptilia"
"Hemiphyllodactylus typus";"Reptilia"
"Hemorrhois algirus";"Reptilia"
"Hemorrhois hippocrepis";"Reptilia"
"Hemorrhois hippocrepis";"Reptilia"
"Hemorrhois hippocrepis";"Reptilia"
"Hemorrhois hippocrepis";"Reptilia"
"Heterodon nasicus";"Reptilia"
"Hierophis viridiflavus";"Reptilia"
"Hierophis viridiflavus";"Reptilia"
"Hierophis viridiflavus";"Reptilia"
"Holbrookia maculata";"Reptilia"
"Holbrookia maculata";"Reptilia"
"Homoroselaps lacteus";"Reptilia"
"Hoplobatrachus rugulosus";"Amphibia"
"Hoplobatrachus rugulosus";"Amphibia"
"Hoplobatrachus tigerinus";"Amphibia"
"Hyla cinerea";"Amphibia"
"Hyla cinerea";"Amphibia"
"Hyla cinerea";"Amphibia"
"Hyla cinerea";"Amphibia"
"Hyla cinerea";"Amphibia"
"Hyla cinerea";"Amphibia"
"Hyla gratiosa";"Amphibia"
"Hyla meridionalis";"Amphibia"
"Hyla meridionalis";"Amphibia"
"Hyla meridionalis";"Amphibia"
"Hyla meridionalis";"Amphibia"
"Hyla meridionalis";"Amphibia"
"Hyla meridionalis";"Amphibia"
"Hyla meridionalis";"Amphibia"
"Hyla meridionalis";"Amphibia"
"Hyla meridionalis";"Amphibia"
"Hyla meridionalis";"Amphibia"
"Hyla squirella";"Amphibia"
"Hyla wrightorum";"Amphibia"
"Hylarana erythraea";"Amphibia"
"Hymenochirus boettgeri";"Amphibia"
"Hymenochirus curtipes";"Amphibia"
"Hyperolius marmoratus";"Amphibia"
"Hypsiboas albomarginatus";"Amphibia"
"Iguana delicatissima";"Reptilia"
"Iguana iguana";"Reptilia"
"Iguana iguana";"Reptilia"
"Iguana iguana";"Reptilia"
"Iguana iguana";"Reptilia"
"Iguana iguana";"Reptilia"
"Iguana iguana";"Reptilia"
"Iguana iguana";"Reptilia"
"Iguana iguana";"Reptilia"
"Iguana iguana";"Reptilia"
"Iguana iguana";"Reptilia"
"Iguana iguana";"Reptilia"
"Iguana iguana";"Reptilia"
"Iguana iguana";"Reptilia"
"Iguana iguana";"Reptilia"
"Iguana iguana";"Reptilia"
"Iguana iguana";"Reptilia"
"Iguana iguana";"Reptilia"
"Iguana iguana";"Reptilia"
"Iguana iguana";"Reptilia"
"Iguana iguana";"Reptilia"
"Iguana iguana";"Reptilia"
"Iguana iguana";"Reptilia"
"Iguana iguana";"Reptilia"
"Imantodes cenchoa";"Reptilia"
"Intellagama lesueurii ";"Reptilia"
"Kaloula picta";"Amphibia"
"Kaloula pulchra";"Amphibia"
"Kaloula pulchra";"Amphibia"
"Kaloula pulchra";"Amphibia"
"Kaloula pulchra";"Amphibia"
"Kaloula pulchra";"Amphibia"
"Kaloula pulchra";"Amphibia"
"Kentropyx borckiana";"Amphibia"
"Kinixys belliana";"Reptilia"
"Kinixys belliana";"Reptilia"
"Kinosternon flavescens";"Reptilia"
"Kinosternon scorpioides";"Reptilia"
"Kinosternon sonoriense";"Reptilia"
"Kinosternon subrubrum";"Reptilia"
"Kinosternon subrubrum";"Reptilia"
"Kinosternon subrubrum";"Reptilia"
"Lacerta bilineata";"Reptilia"
"Lacerta bilineata";"Reptilia"
"Lacerta bilineata";"Reptilia"
"Lacerta bilineata";"Reptilia"
"Lacerta bilineata";"Reptilia"
"Lacerta bilineata";"Reptilia"
"Lacerta bilineata";"Reptilia"
"Lacerta dugesii";"Reptilia"
"Lacerta dugesii";"Reptilia"
"Lacerta laevis";"Reptilia"
"Lamprolepis smaragdina";"Reptilia"
"Lamprolepis smaragdina";"Reptilia"
"Lampropeltis alterna";"Reptilia"
"Lampropeltis alterna";"Reptilia"
"Lampropeltis calligaster";"Reptilia"
"Lampropeltis getula";"Reptilia"
"Lampropeltis getula";"Reptilia"
"Lampropeltis getula";"Reptilia"
"Lampropeltis getula";"Reptilia"
"Lampropeltis getula";"Reptilia"
"Lampropeltis getula";"Reptilia"
"Lampropeltis triangulum";"Reptilia"
"Lampropeltis triangulum";"Reptilia"
"Lampropeltis triangulum";"Reptilia"
"Lampropeltis triangulum";"Reptilia"
"Lampropholis delicata";"Reptilia"
"Lampropholis delicata";"Reptilia"
"Lampropholis guichenoti";"Reptilia"
"Lechriodus fletcheri";"Amphibia"
"Leiocephalus carinatus";"Reptilia"
"Leiocephalus carinatus";"Reptilia"
"Leiocephalus carinatus";"Reptilia"
"Leiocephalus personatus";"Reptilia"
"Leiocephalus schreibersi";"Reptilia"
"Leiocephalus schreibersi";"Reptilia"
"Leioheterodon madagascariensis";"Reptilia"
"Leiolepis belliana";"Reptilia"
"Leiolepis belliana";"Reptilia"
"Leiopython albertisii";"Reptilia"
"Lepidodactylus euaensis";"Reptilia"
"Lepidodactylus lugubris";"Reptilia"
"Lepidodactylus lugubris";"Reptilia"
"Lepidodactylus lugubris";"Reptilia"
"Lepidodactylus lugubris";"Reptilia"
"Lepidodactylus lugubris";"Reptilia"
"Lepidodactylus lugubris";"Reptilia"
"Lepidodactylus lugubris";"Reptilia"
"Lepidodactylus lugubris";"Reptilia"
"Lepidodactylus lugubris";"Reptilia"
"Lepidodactylus lugubris";"Reptilia"
"Lepidodactylus lugubris";"Reptilia"
"Lepidodactylus lugubris";"Reptilia"
"Lepidodactylus lugubris";"Reptilia"
"Lepidodactylus lugubris";"Reptilia"
"Lepidodactylus lugubris";"Reptilia"
"Lepidodactylus lugubris";"Reptilia"
"Lepidodactylus lugubris";"Reptilia"
"Lepidodactylus lugubris";"Reptilia"
"Lepidodactylus lugubris";"Reptilia"
"Lepidodactylus lugubris";"Reptilia"
"Lepidodactylus lugubris";"Reptilia"
"Lepidodactylus lugubris";"Reptilia"
"Lepidodactylus lugubris";"Reptilia"
"Lepidodactylus lugubris";"Reptilia"
"Lepidodactylus lugubris";"Reptilia"
"Lepidodactylus lugubris";"Reptilia"
"Leptodactylus fallax";"Amphibia"
"Leptodactylus fallax";"Amphibia"
"Leptodactylus fallax";"Amphibia"
"Leptodactylus fallax";"Amphibia"
"Leptodeira annulata";"Reptilia"
"Leptodeira annulata";"Reptilia"
"Leptodeira annulata";"Reptilia"
"Leptophis ahaetulla";"Reptilia"
"Leptotyphlops albifrons";"Reptilia"
"Limnodynastes dorsalis";"Amphibia"
"Limnodynastes dumerilii";"Amphibia"
"Limnodynastes tasmaniensis";"Amphibia"
"Limnodynastes terraereginae";"Amphibia"
"Liolaemus wiegmannii";"Reptilia"
"Lipinia noctua";"Reptilia"
"Lipinia noctua";"Reptilia"
"Lipinia noctua";"Reptilia"
"Lipinia noctua";"Reptilia"
"Lipinia noctua";"Reptilia"
"Lipinia noctua";"Reptilia"
"Lissemys punctata";"Reptilia"
"Lissemys punctata";"Reptilia"
"Lissemys punctata";"Reptilia"
"Lissemys punctata";"Reptilia"
"Lithobates berlandieri";"Amphibia"
"Lithobates berlandieri";"Amphibia"
"Lithobates berlandieri";"Amphibia"
"Lithobates berlandieri";"Amphibia"
"Lithobates blairi";"Amphibia"
"Lithobates catesbeianus";"Amphibia"
"Lithobates catesbeianus";"Amphibia"
"Lithobates catesbeianus";"Amphibia"
"Lithobates catesbeianus";"Amphibia"
"Lithobates catesbeianus";"Amphibia"
"Lithobates catesbeianus";"Amphibia"
"Lithobates catesbeianus";"Amphibia"
"Lithobates catesbeianus";"Amphibia"
"Lithobates catesbeianus";"Amphibia"
"Lithobates catesbeianus";"Amphibia"
"Lithobates catesbeianus";"Amphibia"
"Lithobates catesbeianus";"Amphibia"
"Lithobates catesbeianus";"Amphibia"
"Lithobates catesbeianus";"Amphibia"
"Lithobates catesbeianus";"Amphibia"
"Lithobates catesbeianus";"Amphibia"
"Lithobates catesbeianus";"Amphibia"
"Lithobates catesbeianus";"Amphibia"
"Lithobates catesbeianus";"Amphibia"
"Lithobates catesbeianus";"Amphibia"
"Lithobates catesbeianus";"Amphibia"
"Lithobates catesbeianus";"Amphibia"
"Lithobates catesbeianus";"Amphibia"
"Lithobates catesbeianus";"Amphibia"
"Lithobates catesbeianus";"Amphibia"
"Lithobates catesbeianus";"Amphibia"
"Lithobates catesbeianus";"Amphibia"
"Lithobates catesbeianus";"Amphibia"
"Lithobates catesbeianus";"Amphibia"
"Lithobates catesbeianus";"Amphibia"
"Lithobates catesbeianus";"Amphibia"
"Lithobates catesbeianus";"Amphibia"
"Lithobates catesbeianus";"Amphibia"
"Lithobates catesbeianus";"Amphibia"
"Lithobates catesbeianus";"Amphibia"
"Lithobates catesbeianus";"Amphibia"
"Lithobates catesbeianus";"Amphibia"
"Lithobates catesbeianus";"Amphibia"
"Lithobates catesbeianus";"Amphibia"
"Lithobates catesbeianus";"Amphibia"
"Lithobates catesbeianus";"Amphibia"
"Lithobates catesbeianus";"Amphibia"
"Lithobates catesbeianus";"Amphibia"
"Lithobates catesbeianus";"Amphibia"
"Lithobates catesbeianus";"Amphibia"
"Lithobates catesbeianus";"Amphibia"
"Lithobates catesbeianus";"Amphibia"
"Lithobates catesbeianus";"Amphibia"
"Lithobates catesbeianus";"Amphibia"
"Lithobates catesbeianus";"Amphibia"
"Lithobates catesbeianus";"Amphibia"
"Lithobates catesbeianus";"Amphibia"
"Lithobates catesbeianus";"Amphibia"
"Lithobates catesbeianus";"Amphibia"
"Lithobates catesbeianus";"Amphibia"
"Lithobates catesbeianus";"Amphibia"
"Lithobates catesbeianus";"Amphibia"
"Lithobates catesbeianus";"Amphibia"
"Lithobates catesbeianus";"Amphibia"
"Lithobates catesbeianus";"Amphibia"
"Lithobates catesbeianus";"Amphibia"
"Lithobates catesbeianus";"Amphibia"
"Lithobates catesbeianus";"Amphibia"
"Lithobates catesbeianus";"Amphibia"
"Lithobates catesbeianus";"Amphibia"
"Lithobates catesbeianus";"Amphibia"
"Lithobates catesbeianus";"Amphibia"
"Lithobates catesbeianus";"Amphibia"
"Lithobates catesbeianus";"Amphibia"
"Lithobates catesbeianus";"Amphibia"
"Lithobates catesbeianus";"Amphibia"
"Lithobates catesbeianus";"Amphibia"
"Lithobates catesbeianus";"Amphibia"
"Lithobates catesbeianus";"Amphibia"
"Lithobates catesbeianus";"Amphibia"
"Lithobates catesbeianus";"Amphibia"
"Lithobates catesbeianus";"Amphibia"
"Lithobates catesbeianus";"Amphibia"
"Lithobates catesbeianus";"Amphibia"
"Lithobates catesbeianus";"Amphibia"
"Lithobates catesbeianus";"Amphibia"
"Lithobates catesbeianus";"Amphibia"
"Lithobates clamitans";"Amphibia"
"Lithobates clamitans";"Amphibia"
"Lithobates clamitans";"Amphibia"
"Lithobates clamitans";"Amphibia"
"Lithobates clamitans";"Amphibia"
"Lithobates clamitans";"Amphibia"
"Lithobates clamitans";"Amphibia"
"Lithobates clamitans";"Amphibia"
"Lithobates clamitans";"Amphibia"
"Lithobates clamitans";"Amphibia"
"Lithobates grylio";"Amphibia"
"Lithobates grylio";"Amphibia"
"Lithobates grylio";"Amphibia"
"Lithobates heckscheri";"Amphibia"
"Lithobates pipiens";"Amphibia"
"Lithobates pipiens";"Amphibia"
"Lithobates pipiens";"Amphibia"
"Lithobates pipiens";"Amphibia"
"Lithobates pipiens";"Amphibia"
"Lithobates pipiens";"Amphibia"
"Lithobates pipiens";"Amphibia"
"Lithobates pipiens";"Amphibia"
"Lithobates pipiens";"Amphibia"
"Lithobates pipiens";"Amphibia"
"Lithobates septentrionalis";"Amphibia"
"Lithobates sphenocephalus";"Amphibia"
"Lithobates sphenocephalus";"Amphibia"
"Lithobates sphenocephalus";"Amphibia"
"Lithobates sphenocephalus";"Amphibia"
"Lithobates sylvaticus";"Amphibia"
"Lithobates sylvaticus";"Amphibia"
"Lithobates sylvaticus";"Amphibia"
"Lithobates sylvaticus";"Amphibia"
"Litoria adelaidensis";"Amphibia"
"Litoria adelaidensis";"Amphibia"
"Litoria aurea";"Amphibia"
"Litoria aurea";"Amphibia"
"Litoria aurea";"Amphibia"
"Litoria aurea";"Amphibia"
"Litoria aurea";"Amphibia"
"Litoria bicolor";"Amphibia"
"Litoria caerulea";"Amphibia"
"Litoria caerulea";"Amphibia"
"Litoria caerulea";"Amphibia"
"Litoria chloris";"Amphibia"
"Litoria cyclorhyncha";"Amphibia"
"Litoria ewingii";"Amphibia"
"Litoria ewingii";"Amphibia"
"Litoria fallax";"Amphibia"
"Litoria fallax";"Amphibia"
"Litoria fallax";"Amphibia"
"Litoria gracilenta";"Amphibia"
"Litoria gracilenta";"Amphibia"
"Litoria infrafrenata";"Amphibia"
"Litoria phyllochroa";"Amphibia"
"Litoria raniformis";"Amphibia"
"Litoria rothii";"Amphibia"
"Litoria rothii";"Amphibia"
"Litoria rubella";"Amphibia"
"Litoria verreauxii";"Amphibia"
"Litoria xanthomera";"Amphibia"
"Lycodon aulicus";"Reptilia"
"Lycodon aulicus";"Reptilia"
"Lycodon aulicus";"Reptilia"
"Lycodon aulicus";"Reptilia"
"Lycodon aulicus";"Reptilia"
"Lycodon aulicus";"Reptilia"
"Lycodon capucinus";"Reptilia"
"Lygodactylus capensis";"Reptilia"
"Lygosoma bowringii";"Reptilia"
"Lygosoma bowringii";"Reptilia"
"Lygosoma bowringii";"Reptilia"
"Lystrophis dorbignyi";"Reptilia"
"Lystrophis semicinctus";"Reptilia"
"Mabuya multifasciata";"Reptilia"
"Mabuya multifasciata";"Reptilia"
"Mabuya multifasciata";"Reptilia"
"Mabuya multifasciata";"Reptilia"
"Macrochelys temminckii";"Reptilia"
"Macrochelys temminckii";"Reptilia"
"Macrochelys temminckii";"Reptilia"
"Macrochelys temminckii";"Reptilia"
"Macroprotodon brevis";"Reptilia"
"Macroprotodon mauritanicus";"Reptilia"
"Macroprotodon mauritanicus";"Reptilia"
"Malaclemys terrapin";"Reptilia"
"Malaclemys terrapin";"Reptilia"
"Malaclemys terrapin";"Reptilia"
"Malaclemys terrapin";"Reptilia"
"Malayemys subtrijuga";"Reptilia"
"Malayemys subtrijuga";"Reptilia"
"Malpolon monspessulanus";"Reptilia"
"Malpolon monspessulanus";"Reptilia"
"Malpolon monspessulanus";"Reptilia"
"Manouria emys";"Reptilia"
"Masticophis flagellum";"Reptilia"
"Mauremys caspica";"Reptilia"
"Mauremys caspica";"Reptilia"
"Mauremys leprosa";"Reptilia"
"Mauremys mutica";"Reptilia"
"Mauremys mutica";"Reptilia"
"Mauremys reevesii";"Reptilia"
"Mauremys reevesii";"Reptilia"
"Mauremys reevesii";"Reptilia"
"Mauremys reevesii";"Reptilia"
"Mauremys reevesii";"Reptilia"
"Mauremys reevesii";"Reptilia"
"Mauremys reevesii";"Reptilia"
"Mauremys reevesii";"Reptilia"
"Mauremys reevesii";"Reptilia"
"Mauremys reevesii";"Reptilia"
"Mauremys reevesii";"Reptilia"
"Mauremys reevesii";"Reptilia"
"Mauremys sinensis";"Reptilia"
"Mauremys sinensis";"Reptilia"
"Mauremys sinensis";"Reptilia"
"Melanochelys trijuga";"Reptilia"
"Melanochelys trijuga";"Reptilia"
"Melanosuchus niger";"Reptilia"
"Microhyla pulchra";"Amphibia"
"Micrurus fulvius";"Reptilia"
"Micrurus fulvius";"Reptilia"
"Micrurus fulvius";"Reptilia"
"Micrurus fulvius";"Reptilia"
"Morelia amethistina";"Reptilia"
"Morelia spilota";"Reptilia"
"Morelia spilotes";"Reptilia"
"Morelia viridis";"Reptilia"
"Nactus pelagicus";"Reptilia"
"Naja haje";"Reptilia"
"Naja haje";"Reptilia"
"Naja kaouthia";"Reptilia"
"Naja naja";"Reptilia"
"Natrix maura";"Reptilia"
"Natrix maura";"Reptilia"
"Natrix maura";"Reptilia"
"Natrix maura";"Reptilia"
"Natrix maura";"Reptilia"
"Natrix maura";"Reptilia"
"Natrix natrix";"Reptilia"
"Natrix tesselata";"Reptilia"
"Natrix tessellata";"Reptilia"
"Natrix tessellata";"Reptilia"
"Necturus maculosus";"Amphibia"
"Necturus maculosus";"Amphibia"
"Necturus maculosus";"Amphibia"
"Necturus maculosus";"Amphibia"
"Necturus maculosus";"Amphibia"
"Necturus maculosus";"Amphibia"
"Necturus maculosus";"Amphibia"
"Nerodia erythrogaster";"Reptilia"
"Nerodia fasciata";"Reptilia"
"Nerodia fasciata";"Reptilia"
"Nerodia rhombifer";"Reptilia"
"Nerodia rhombifer";"Reptilia"
"Nerodia sipedon";"Reptilia"
"Nerodia taxispilota";"Reptilia"
"Ninia sebae";"Reptilia"
"Norops sagrei";"Reptilia"
"Norops sagrei";"Reptilia"
"Norops sagrei";"Reptilia"
"Norops sagrei";"Reptilia"
"Norops sagrei";"Reptilia"
"Norops sagrei";"Reptilia"
"Norops sagrei";"Reptilia"
"Norops sagrei";"Reptilia"
"Norops sagrei";"Reptilia"
"Norops sagrei";"Reptilia"
"Norops sagrei";"Reptilia"
"Norops sagrei";"Reptilia"
"Norops sagrei";"Reptilia"
"Norops sagrei";"Reptilia"
"Norops sagrei";"Reptilia"
"Norops sagrei";"Reptilia"
"Norops sagrei";"Reptilia"
"Norops sagrei";"Reptilia"
"Norops sagrei";"Reptilia"
"Norops sagrei";"Reptilia"
"Norops sagrei";"Reptilia"
"Norops sagrei";"Reptilia"
"Norops sagrei";"Reptilia"
"Norops sagrei";"Reptilia"
"Norops sagrei";"Reptilia"
"Norops sagrei";"Reptilia"
"Norops sagrei";"Reptilia"
"Norops sagrei";"Reptilia"
"Norops sagrei";"Reptilia"
"Norops sagrei";"Reptilia"
"Norops sagrei";"Reptilia"
"Norops sagrei";"Reptilia"
"Norops sagrei";"Reptilia"
"Norops sagrei";"Reptilia"
"Norops sagrei";"Reptilia"
"Notechis scutatus";"Reptilia"
"Notophthalmus viridescens";"Amphibia"
"Notophthalmus viridescens";"Amphibia"
"Oedura rhombifer";"Reptilia"
"Opheodrys aestivus";"Reptilia"
"Ophisaurus ventralis";"Reptilia"
"Osteopilus septentrionalis";"Amphibia"
"Osteopilus septentrionalis";"Amphibia"
"Osteopilus septentrionalis";"Amphibia"
"Osteopilus septentrionalis";"Amphibia"
"Osteopilus septentrionalis";"Amphibia"
"Osteopilus septentrionalis";"Amphibia"
"Osteopilus septentrionalis";"Amphibia"
"Osteopilus septentrionalis";"Amphibia"
"Osteopilus septentrionalis";"Amphibia"
"Osteopilus septentrionalis";"Amphibia"
"Osteopilus septentrionalis";"Amphibia"
"Osteopilus septentrionalis";"Amphibia"
"Osteopilus septentrionalis";"Amphibia"
"Osteopilus septentrionalis";"Amphibia"
"Osteopilus septentrionalis";"Amphibia"
"Osteopilus septentrionalis";"Amphibia"
"Osteopilus septentrionalis";"Amphibia"
"Osteopilus septentrionalis";"Amphibia"
"Osteopilus septentrionalis";"Amphibia"
"Osteopilus septentrionalis";"Amphibia"
"Osteopilus septentrionalis";"Amphibia"
"Osteopilus septentrionalis";"Amphibia"
"Oxyuranus scutellatus";"Reptilia"
"Pachymedusa dacnicolor";"Amphibia"
"Palea steindachneri";"Reptilia"
"Palea steindachneri";"Reptilia"
"Palea steindachneri";"Reptilia"
"Palea steindachneri";"Reptilia"
"Pelamis platura";"Reptilia"
"Pelodiscus sinensis";"Reptilia"
"Pelodiscus sinensis";"Reptilia"
"Pelodiscus sinensis";"Reptilia"
"Pelodiscus sinensis";"Reptilia"
"Pelodiscus sinensis";"Reptilia"
"Pelodiscus sinensis";"Reptilia"
